
q_gen,mm,1,2560,2560,1
k_gen,mm,1,2560,2560,1
v_gen,mm,1,2560,2560,1
q_emb_mul,elewise,1,32,1,80
q_emb_add,elewise,1,32,1,80
k_emb_mul,elewise,1,32,1,80
k_emb_add,elewise,1,32,1,80
qk,mm,1,2560,32,1
softmax,softmax,32,32,1,1
kv,mm,1,1024,80,1
out_proj,mm,1,2560,2560,1
out_add,elewise,2560,1,1,1
out_rms_norm,elewise,2560,1,1,1
up,mm,1,2560,10240,1
up_add,elewise,10240,1,1,1
down,mm,1,10240,2560,1
down_add,elewise,2560,1,1,1
final_rms_norm,elewise,2560,1,1,1
final_proj,mm,1,2560,32000,1

