Context_len,op,M,K,N,B
128,qkv_gen,1,2560,7680,64
128,qk,1,2560,128,64
128,kv,1,5120,64,64
128,out_proj,1,2560,2560,64
128,up,1,2560,10240,64
128,down,1,10240,2560,64
